product_title,rating,summary,review
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,1,Terrible product,"Pathetic, don't buy this one"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Highly recommended,"MIVI DuoPods M30 Bluetooth earphones/ Wireless earbuds look stylish and sophisticated. It is sporty in looks and design.the wireless earbuds is that we have the freedom to walk as you talk. In fact, with the wireless earbuds, i can work and even do chores at home without the need to hold the phone. Good High-quality sound ðŸ‘"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Wonderful,Mivi DuoPods M30 is the best choice. The sound quality is amazing. It does not feel anything when in the ear. The colour is great too. This is simply the best TWS I ever had.
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Classy product,"Mivi is the best , this product is amazingIt's durable, efficient with good bass and amazing sound quality !"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Wonderful,Best earbuds ever â¤ï¸â¤ï¸â¤ï¸â¤ï¸ must buy this ðŸ’œ
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Terrific,"I guarantee you won't find better wireless earbuds than this one at this price point. They are extremely comfortable to wear and stay on your ear when running. The charging case is compact and well made, it's magnetic so your earbuds will fall directly into place when you charge them. The battery life is exceeded all my expectations, they pack a punch and last forever."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Mind-blowing purchase,Very good quality ear buds. Comes ink a very cute egg shaped rechargeable pod and battery pod. The shades available are so beautiful. Sound quality is good enough and battery lasts for about two days in full charge. Good product for the price.
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Must buy!,Very Good mivi duopods m30 earbuds
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Perfect product!,Beautifully designed cute earbuds having amazing sound quality and comfortable to use with fast charging and long hours of playtime. Love the product and must recommend to buy it.
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Brilliant,It is absolutely very good quality earbud. Bass is very good with very good look and design. Charging box design is also really good and with very good battery backup. Sound quality is very good with very deep bass and It looks classy when weared inside the ear. I have very satisfactory experience of buying this product. Highly recommended.
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Super!,"The product is just awesome...The build design is too attractive,very small and light weight.. No noise in sound, its christal clear..Bass is also good ... The charging also good..its charge very fast...At this range the product is just awesome..."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Simply awesome,Awesome product I like it's design and look...Sound clarity is very good.... I will recommend this product to my friends and family....
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Simply awesome,Good base lokking amazing
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,4,Very Good,Giving review almost using after 1 month. Great for beginners . Battery backup is beyond perfect. Buildup is great and giving it a low weight for comfortable use. Only con is the Bass which could have been  better. ðŸ‘ðŸ‘
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Excellent,"The product is very good in quality , also very convenient and easy to use . Also earbuds colour is very beautiful . earbuds system is very easy and morden.bettary life is so much good .must purchase this product and enjoy all."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Brilliant,Sound is really very good and look wise it is perfect .Light and able to carry in your pocket with a thin look.Bass is not that bad .alover it was good enough
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Mind-blowing purchase,"Great to listen musicðŸ’¯ðŸŽ§, Amazing sound quality ðŸ‘, Excellent product. Great sound quality good bass at affordable price. It's very comfy for long time and call quality is also very good and awesome colour Black ðŸ–¤ Battery backup is great and you won't feel the capacity to be less anytime. Such a nice product by mivi."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Terrific,awesome the duopods are stunning the color is great the buss and the quality of sound is amazing thank you flipkart for this lovely product
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Super!,"Amazing product fitting is so good fits easily and sound quality is great easy to pair and best earpods in this price segment, battery lasts so long and the case quality is excellent and is so comfortable â¤ï¸"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Perfect product!,"These Mivi DuoPods m30 are one of the best headsets I have ever used. The sound quality is too good and the bass is to amazing ðŸ¤©. The quality of case is good, feels like premium product. Lastly i can say if you want to use this on normal daily usage then it is a best option. And it's 50 hours battery backup with fast charging is just fabulousit's touch controls are very smoothly workoverall best product according to price"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Perfect product!,"Sound Quality is really good specially the bass.Mic quality is nice. Bluetooth Connectivity is also nice. Battery backup is doing really great as mentioned.Buds and Case is Handy, comfortable and stylish.Overall its value for money."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Mind-blowing purchase,"Very good sound according to price. And good mids and lows , only base is okayish but very good and handy type of earbuds . Overall very good experience in my opinion you should try it"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Worth every penny,Excellent sound quality with good bass
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Must buy!,"The earbuds are pretty comfortable on ears and sits perfectly, sound quality is really good and the charge stays for more than a day, even though I listen music almost whole day...Its a good buy..."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Awesome,Nice buds about sonud its sound is cool its battery backup is very good such a good product
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Super!,"Wonderful product,I recently purchased this mivi earbud in pastel blue colour and I like the design and sound quality and battery backup is pretty much good.The look and packaging is pretty good, sound quality is also good. This is really nice a product and currently I am using it all the time. And I haven't find any difficulty with fitting and sound quality.and I definitely recommend i"
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Highly recommended,Great sound quality.Awesome battery backup.Bass is great too. Overall a great package at reasonable price and that too made in India .Highly recommended
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,1,Waste of money!,Hurts your ears and causes ear problems
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Terrific pods,"Mind-blowing pods from Mivi that has amazing sound quality. The fit is so amazing that you can wear it comfortably as long as you want to wear it. Moreover, the quality is superb."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Mind-blowing purchase,"Good sound quality, bass is perfect at every level of volume. Light weight and very comfortable while using for long hours. Good battery backup and its box is easy to carry in small pockets."
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,5,Great product,Been using this for quite sometime and I really like it. Very good music quality and great battery life.. Great product in this price
Mivi DuoPods M30 earbuds with 42 hours of playtime | Made in India | Deep Bass Bluetooth Headset,4,Delightful,"Value for money, TWS. Good for music alone, mic is hardly usable as it is only good in indoors and the place is quiet. Connectivity is also strong only when the phone is nearby and is in vicinity else there are some lag, delay or disconnection. But if you are someone who hears music while sitting, sleeping or travelling and in budget then this will satisfy that requirement!!!"
